type,original-index,augmentation-index,gaussian_noise,blur,rotation_angle,zoom,flip_image
midripen,077,1,25,1,5.245962575697575,12,horizontal
midripen,077,2,4,1,3.822368656190193,9,horizontal
midripen,077,3,33,0,-16.07104331158829,17,both
midripen,077,4,2,1,23.571957519927707,19,both
midripen,077,5,50,1,0.305008542604444,19,vertical
midripen,077,6,7,1,8.601878493076832,15,vertical
midripen,077,7,31,0,14.433524584300898,19,vertical
midripen,077,8,49,1,1.6857153451206806,6,horizontal
midripen,077,9,20,0,-16.123956033972757,17,both
midripen,077,10,39,0,15.461695439820282,10,horizontal
midripen,077,11,6,0,-9.392673576360167,10,horizontal
midripen,078,0,43,1,18.813820828161944,8,horizontal
midripen,078,1,49,0,-2.5272818989190817,6,horizontal
midripen,078,2,38,0,-9.500768678787388,10,vertical
midripen,078,3,45,1,-14.2371245847911,4,horizontal
midripen,078,4,4,1,-25.276733246032826,15,both
midripen,078,5,21,1,13.56329515188554,7,both
midripen,078,6,12,0,13.77551137110013,4,vertical
midripen,078,7,45,1,-23.84514125007702,17,vertical
midripen,078,8,17,1,11.102168722788342,13,both
midripen,078,9,4,1,-5.820512636515129,16,both
midripen,078,10,8,1,11.637151986092597,1,vertical
midripen,078,11,7,0,11.726984162603586,2,vertical
midripen,079,0,50,0,-19.797685069822847,15,both
midripen,079,1,24,1,5.628435445522534,6,both
midripen,079,2,27,1,0.9654658955756936,13,horizontal
midripen,079,3,6,0,26.32770723208911,0,both
midripen,079,4,6,0,-1.6695299327466415,19,vertical
midripen,079,5,26,1,-25.581819949220247,16,both
midripen,079,6,6,1,-20.452793751126766,14,vertical
midripen,079,7,47,1,8.519160727624367,13,both
midripen,079,8,24,1,0.29394231229973755,20,both
midripen,079,9,12,1,6.777186565836516,15,vertical
midripen,079,10,48,0,29.257599143110497,14,horizontal
midripen,079,11,21,1,24.232071384747975,20,vertical
midripen,080,0,49,1,0.7571337642483265,14,vertical
midripen,080,1,17,1,22.85864846512529,18,horizontal
midripen,080,2,39,1,20.79520916027949,0,vertical
midripen,080,3,35,0,-0.15616221107316974,1,horizontal
midripen,080,4,20,1,3.646103909641738,7,vertical
midripen,080,5,22,1,10.066591698075094,1,vertical
midripen,080,6,24,1,4.619505744690237,3,both
midripen,080,7,28,0,6.953973422114586,5,vertical
midripen,080,8,42,0,-7.786025582104571,20,both
midripen,080,9,48,0,-9.41813629270938,10,horizontal
midripen,080,10,35,1,3.8119231437140186,7,horizontal
midripen,080,11,14,1,7.161613383563235,12,both
midripen,082,0,36,1,28.271187148682444,18,both
midripen,082,1,24,0,-3.334117836419267,14,both
midripen,082,2,14,1,-14.007935718939494,13,both
midripen,082,3,6,0,0.6110140965356052,12,vertical
midripen,082,4,33,1,-14.789965536163132,14,both
midripen,082,5,6,0,8.341317893267508,19,vertical
midripen,082,6,22,0,-25.70045963189297,2,vertical
midripen,082,7,24,1,-19.169074293188537,1,horizontal
midripen,082,8,47,1,27.624644398045454,15,vertical
midripen,082,9,29,1,6.454153878485528,11,vertical
midripen,082,10,49,1,-28.41029396430692,14,horizontal
midripen,082,11,33,1,29.975227768674287,4,horizontal
midripen,083,0,11,0,-20.18580157408066,10,horizontal
midripen,083,1,13,0,-13.786762842306256,6,vertical
midripen,083,2,42,1,14.77079081680263,3,vertical
midripen,083,3,31,0,26.03917979396892,10,vertical
midripen,083,4,2,0,-24.66688788239714,20,vertical
midripen,083,5,43,1,-25.696116599318756,5,both
midripen,083,6,30,1,-13.253587625450336,7,vertical
midripen,083,7,32,1,22.117260188849123,5,both
midripen,083,8,39,1,23.092029603336435,14,vertical
midripen,083,9,24,1,-19.208429779372548,11,vertical
midripen,083,10,36,1,-24.219746271505997,14,horizontal
midripen,083,11,23,0,10.4045348256411,12,both
midripen,085,0,10,0,-24.079260684321774,16,both
midripen,085,1,31,1,8.782533451510496,20,both
midripen,085,2,32,1,-14.732559010454874,2,horizontal
midripen,085,3,4,1,-6.629131555315112,13,both
midripen,085,4,44,1,-21.829201494630496,0,vertical
midripen,085,5,35,1,25.544048848313636,13,vertical
midripen,085,6,11,1,-25.960674421481865,9,both
midripen,085,7,15,1,6.147592595327282,4,horizontal
midripen,085,8,30,0,-7.141868349783017,20,both
midripen,085,9,0,0,-20.619578784544494,15,vertical
midripen,085,10,0,1,-25.292945127618307,7,horizontal
midripen,085,11,44,0,11.10225235265402,9,both
midripen,086,0,46,0,-21.69888596769691,12,both
midripen,086,1,31,1,11.083557690931322,1,both
midripen,086,2,14,0,-8.745857840862833,18,both
midripen,086,3,28,1,-3.9487968437976697,9,vertical
midripen,086,4,32,0,-6.918494724229852,15,vertical
midripen,086,5,18,1,28.63205357880345,20,vertical
midripen,086,6,27,1,2.3400351641202377,10,horizontal
midripen,086,7,14,1,25.640629624803054,0,both
midripen,086,8,17,1,-12.265797448566335,19,both
midripen,086,9,32,0,7.953802146294279,19,vertical
midripen,086,10,23,0,-10.525115183107271,11,horizontal
midripen,086,11,31,0,4.516865742462585,12,horizontal
midripen,088,0,4,1,19.679586919373087,12,horizontal
midripen,088,1,40,1,4.317152796515231,7,vertical
midripen,088,2,45,0,3.3722372776601404,10,vertical
midripen,088,3,38,1,-27.29686167068239,9,both
midripen,088,4,38,1,-27.036912210261814,20,both
midripen,088,5,45,1,-2.8387955482565523,19,horizontal
midripen,088,6,20,0,-19.257194062898556,8,horizontal
midripen,088,7,37,1,22.980377469899352,2,horizontal
midripen,088,8,44,0,-18.429703247306836,19,both
midripen,088,9,27,0,5.729028657352906,16,horizontal
midripen,088,10,29,0,-22.397856871612944,9,both
midripen,088,11,1,0,22.425643154132068,17,both
overripen,001,0,5,1,-2.126227419614498,10,vertical
overripen,001,1,14,1,27.275821342093344,7,horizontal
overripen,001,2,50,1,-8.480811564081257,12,both
overripen,001,3,20,1,-9.145057404486817,19,both
overripen,001,4,30,0,13.113028677895358,0,horizontal
overripen,001,5,41,1,-23.734529739216537,18,vertical
overripen,001,6,25,1,25.58861193835667,2,both
overripen,001,7,9,1,15.456834015971829,19,vertical
overripen,001,8,3,0,-26.51470497776158,5,vertical
overripen,001,9,23,0,24.525363019643272,16,both
overripen,001,10,1,0,-27.526001242203854,15,horizontal
overripen,001,11,2,1,-1.4352252928760159,1,horizontal
overripen,001,12,30,0,-23.261937402714928,10,both
overripen,001,13,48,1,22.906804386443447,14,horizontal
overripen,001,14,50,1,-26.557044204107243,16,vertical
overripen,001,15,25,0,24.589378621096905,17,vertical
overripen,001,16,39,1,-18.782893902471493,10,both
overripen,001,17,42,1,25.4656769720413,8,both
overripen,001,18,31,1,-23.3670804367304,16,vertical
overripen,001,19,44,1,24.45974265649275,1,both
overripen,001,20,27,1,-24.602119353028648,12,both
overripen,001,21,20,1,2.008509696353407,17,both
overripen,001,22,15,0,-26.59577765598939,17,horizontal
overripen,001,23,22,1,22.796707511179854,10,vertical
overripen,001,24,34,0,-2.467728668935912,15,vertical
overripen,001,25,18,1,-18.11199584667119,6,both
overripen,001,26,39,0,-21.00617221538106,3,horizontal
overripen,001,27,5,1,5.357464923169324,2,vertical
overripen,001,28,48,0,-27.89261997736272,12,horizontal
overripen,001,29,42,1,5.932986255657951,8,vertical
overripen,001,30,36,1,-29.530972787909377,13,vertical
overripen,001,31,10,0,5.166282343732355,5,both
overripen,004,0,44,0,28.13491537188689,4,horizontal
overripen,004,1,6,0,-17.925071103641965,11,vertical
overripen,004,2,33,1,9.999761797564688,14,horizontal
overripen,004,3,34,1,-29.371227519891956,5,both
overripen,004,4,8,0,-6.813238645941297,8,horizontal
overripen,004,5,27,0,14.997635189675279,19,both
overripen,004,6,24,1,11.670476277924195,7,both
overripen,004,7,22,1,10.325485677299753,3,vertical
overripen,004,8,13,0,17.908764111734378,13,horizontal
overripen,004,9,19,1,21.901213239384113,15,vertical
overripen,004,10,50,0,-2.950014319418706,17,both
overripen,004,11,17,1,10.278679220591272,12,horizontal
overripen,004,12,12,1,24.721114800135325,0,vertical
overripen,004,13,43,1,-14.04944628804872,6,both
overripen,004,14,26,1,18.01633623353981,18,both
overripen,004,15,1,1,-29.18690282718462,18,horizontal
overripen,004,16,18,1,20.211453625811032,20,vertical
overripen,004,17,30,1,-17.999503661872392,17,vertical
overripen,004,18,27,1,-16.940364764499932,2,vertical
overripen,004,19,12,0,-29.123699165382234,2,both
overripen,004,20,20,0,-27.429436082005044,10,horizontal
overripen,004,21,31,1,-9.711234758495998,5,vertical
overripen,004,22,13,1,-11.980933127895938,11,horizontal
overripen,004,23,46,0,-11.204194645375637,2,vertical
overripen,004,24,20,0,1.0110932058648139,10,both
overripen,004,25,30,0,-9.682491283760545,5,both
overripen,004,26,45,1,6.519986180897909,14,vertical
overripen,004,27,19,0,-27.00759831239523,16,vertical
overripen,004,28,49,0,13.179293684456958,14,horizontal
overripen,004,29,33,0,-22.47631909860876,1,both
overripen,004,30,49,0,-0.7606138236643609,0,horizontal
overripen,004,31,23,0,-11.145810186331794,10,horizontal
overripen,005,0,29,1,-7.63749541760799,2,horizontal
overripen,005,1,2,1,-24.49352929890197,10,both
overripen,005,2,41,1,22.40857841635126,14,horizontal
overripen,005,3,0,0,22.891396011845956,8,horizontal
overripen,005,4,24,1,9.253764713923509,9,both
overripen,005,5,25,0,19.7578864450073,2,both
overripen,005,6,49,0,1.2737280481483566,6,both
overripen,005,7,33,1,28.668453260578325,2,vertical
overripen,005,8,42,0,5.299607505985421,12,vertical
overripen,005,9,45,0,-2.218784503123846,6,both
overripen,005,10,3,1,-24.225206065179677,10,horizontal
overripen,005,11,50,1,-4.595642409236067,8,both
overripen,005,12,2,1,-17.72085149648315,15,horizontal
overripen,005,13,41,1,-8.044558640421194,1,vertical
overripen,005,14,40,0,17.850328064136313,0,vertical
overripen,005,15,14,1,23.97372870197293,14,vertical
overripen,005,16,35,1,-9.323886441633196,0,vertical
overripen,005,17,7,1,-22.438363558409463,0,vertical
overripen,005,18,44,1,1.333269853283511,11,horizontal
overripen,005,19,14,1,12.001360432793668,0,horizontal
overripen,005,20,27,1,8.246765891185433,19,vertical
overripen,005,21,42,1,10.231124397615751,13,vertical
overripen,005,22,21,0,-10.70953993638065,20,both
overripen,005,23,6,1,11.213107946364687,13,both
overripen,005,24,36,1,-10.207848846475837,11,vertical
overripen,005,25,17,1,9.595593448516006,2,both
overripen,005,26,39,1,12.126171890220967,20,horizontal
overripen,005,27,28,0,-3.8803768622492214,10,vertical
overripen,005,28,11,1,22.040978303333496,7,horizontal
overripen,005,29,38,1,-12.49911968290522,16,horizontal
overripen,005,30,14,1,9.531965945904872,13,horizontal
overripen,005,31,11,1,-10.940038871092007,3,both
overripen,007,0,27,0,18.62466833037105,13,vertical
overripen,007,1,48,0,7.758233738585048,18,both
overripen,007,2,11,1,7.293094903146773,10,vertical
overripen,007,3,5,1,-7.657602430659821,15,vertical
overripen,007,4,44,0,-21.71967356283229,9,vertical
overripen,007,5,49,1,7.385141656976181,4,vertical
overripen,007,6,49,0,-13.75996146332049,5,both
overripen,007,7,46,0,9.569066954411383,1,vertical
overripen,007,8,11,0,-25.63787296976213,18,horizontal
overripen,007,9,35,1,12.508511900438705,12,horizontal
overripen,007,10,43,0,1.8748898136385783,8,both
overripen,007,11,13,0,-2.8161070149783214,19,both
overripen,007,12,31,1,-26.12653254639682,14,vertical
overripen,007,13,28,1,-11.020796177847728,6,horizontal
overripen,007,14,8,1,19.699316154163725,5,horizontal
overripen,007,15,38,1,-4.491461009882379,9,both
overripen,007,16,47,1,20.375981105926037,8,horizontal
overripen,007,17,48,1,6.5961908996612735,9,vertical
overripen,007,18,33,1,24.100227338718497,2,both
overripen,007,19,13,1,-24.911180470178515,2,vertical
overripen,007,20,26,1,13.691662031299742,14,vertical
overripen,007,21,17,0,-16.99721405220656,14,both
overripen,007,22,23,1,14.833910913847355,15,horizontal
overripen,007,23,36,0,16.00315771948545,3,horizontal
overripen,007,24,26,1,3.855132795928057,0,both
overripen,007,25,30,1,28.22132105484296,7,horizontal
overripen,007,26,19,1,1.9481407319651751,2,horizontal
overripen,007,27,45,0,25.274115835702162,10,horizontal
overripen,007,28,39,0,-22.86688008704482,11,vertical
overripen,007,29,47,1,25.15675958682769,17,horizontal
overripen,007,30,6,1,11.167667569148286,9,horizontal
overripen,007,31,12,1,13.98535155872554,11,vertical
overripen,008,0,8,0,-17.906136063669823,3,vertical
overripen,008,1,23,1,-4.86942905714098,10,horizontal
overripen,008,2,25,0,-0.314988048712312,11,both
overripen,008,3,28,0,-15.938777579604395,16,both
overripen,008,4,4,0,-19.871249506029912,10,both
overripen,008,5,47,0,11.746247861088662,9,horizontal
overripen,008,6,5,0,-8.708097560950712,18,horizontal
overripen,008,7,28,1,2.8058769091405154,20,both
overripen,008,8,14,0,20.58002122806832,5,both
overripen,008,9,3,0,-6.419675262155373,17,both
overripen,008,10,43,0,-7.544789744069689,3,both
overripen,008,11,27,1,5.662756657232755,13,vertical
overripen,008,12,11,1,5.003330910616761,16,vertical
overripen,008,13,12,0,20.719770230938792,9,vertical
overripen,008,14,46,0,5.045583203254523,15,horizontal
overripen,008,15,17,0,-5.558261376061083,10,both
overripen,008,16,29,1,-14.531714534992133,15,vertical
overripen,008,17,14,0,1.3853861590264565,8,horizontal
overripen,008,18,10,0,13.539657528623287,15,both
overripen,008,19,39,1,-0.7190405784131961,3,horizontal
overripen,008,20,42,0,-21.726645130034466,4,both
overripen,008,21,44,1,10.314220711924705,14,both
overripen,008,22,1,1,12.58863655680122,0,both
overripen,008,23,29,0,23.92827630112825,6,vertical
overripen,008,24,13,1,28.652993097283726,18,both
overripen,008,25,31,1,21.975826365360007,2,vertical
overripen,008,26,13,0,24.4692891843899,18,horizontal
overripen,008,27,48,1,17.52335782101538,1,vertical
overripen,008,28,9,1,19.49265976247058,9,horizontal
overripen,008,29,38,1,-13.265332413759236,20,both
overripen,008,30,10,1,-2.568550383724645,12,horizontal
overripen,008,31,36,0,-20.16194123545628,18,horizontal
overripen,009,0,1,1,7.123723945143276,17,horizontal
overripen,009,1,30,0,4.790929895925359,19,vertical
overripen,009,2,35,0,10.483356158677424,20,vertical
overripen,009,3,26,1,-22.588084219510762,13,vertical
overripen,009,4,49,1,23.10237301557033,8,horizontal
overripen,009,5,8,0,-25.667227915775435,11,horizontal
overripen,009,6,40,0,4.226630598056751,16,vertical
overripen,009,7,11,1,-12.87079188110551,6,both
overripen,009,8,46,0,-4.047494072761605,16,horizontal
overripen,009,9,2,1,-29.48283709663243,6,horizontal
overripen,009,10,4,1,1.694465711608803,14,both
overripen,009,11,34,1,3.8925662940487484,5,vertical
overripen,009,12,30,1,-10.200690962990318,13,both
overripen,009,13,10,0,-25.84502626320808,8,horizontal
overripen,009,14,46,0,29.497489297183733,3,vertical
overripen,009,15,39,0,-3.362120937610296,5,vertical
overripen,009,16,0,1,16.920227996921206,20,horizontal
overripen,009,17,25,1,-18.84652049417303,7,vertical
overripen,009,18,19,1,-26.27386872436804,9,horizontal
overripen,009,19,11,0,17.620089832394967,0,horizontal
overripen,009,20,41,0,-15.917126465585604,15,vertical
overripen,009,21,37,0,-13.860288546203183,15,horizontal
overripen,009,22,1,1,29.722133378809353,7,both
overripen,009,23,45,1,11.185596227841685,15,horizontal
overripen,009,24,7,1,-8.412543983177102,16,both
overripen,009,25,22,1,-22.20543182418657,14,vertical
overripen,009,26,2,0,12.496205613911826,16,vertical
overripen,009,27,25,1,9.264394578267314,14,horizontal
overripen,009,28,29,1,-0.41657564782833845,12,vertical
overripen,009,29,45,0,-9.651882278787006,11,vertical
overripen,009,30,35,0,-14.629913548592501,7,vertical
overripen,009,31,48,0,22.193207795882074,13,vertical
overripen,010,0,26,1,-7.456263600670535,6,horizontal
overripen,010,1,16,0,-16.13334287827054,8,vertical
overripen,010,2,11,0,17.806719239092303,4,vertical
overripen,010,3,17,1,1.1815195757881298,18,vertical
overripen,010,4,20,1,-0.9902350421352537,8,vertical
overripen,010,5,23,0,-24.209963780342783,8,horizontal
overripen,010,6,38,1,-6.591703917632895,9,vertical
overripen,010,7,28,0,-6.659296814231972,2,horizontal
overripen,010,8,49,0,-27.209847465808185,17,horizontal
overripen,010,9,15,0,0.9833822890969444,0,vertical
overripen,010,10,15,0,5.010817766519828,10,both
overripen,010,11,44,1,23.51966784755561,18,horizontal
overripen,010,12,44,1,14.691357869102376,20,vertical
overripen,010,13,17,0,26.84359396554644,16,horizontal
overripen,010,14,22,1,-6.819202998862789,5,vertical
overripen,010,15,31,1,-12.124529714935885,10,horizontal
overripen,010,16,50,1,1.5533446099836432,2,vertical
overripen,010,17,43,0,15.141594506595453,11,both
overripen,010,18,5,1,-16.510453968019423,4,both
overripen,010,19,6,0,10.691668236712246,12,both
overripen,010,20,44,1,10.919108939775683,7,both
overripen,010,21,22,0,25.808496221066626,8,vertical
overripen,010,22,8,1,6.072843870332697,18,both
overripen,010,23,23,0,-14.026788602661199,19,both
overripen,010,24,28,1,7.641386695692361,12,vertical
overripen,010,25,33,0,2.855016362637123,17,vertical
overripen,010,26,27,1,6.670004207729534,10,both
overripen,010,27,21,1,15.058395478777982,8,both
overripen,010,28,15,1,-1.9365308318709857,2,vertical
overripen,010,29,30,1,-19.346694661018084,7,vertical
overripen,010,30,34,0,-26.724222737436875,15,vertical
overripen,010,31,19,1,18.7375470630759,0,vertical
overripen,012,0,14,1,2.840621848760634,17,vertical
overripen,012,1,43,1,7.8772992745434465,12,vertical
overripen,012,2,40,0,-9.940148099643952,9,vertical
overripen,012,3,19,0,-0.9117032601024384,8,horizontal
overripen,012,4,38,1,13.058899172215149,6,vertical
overripen,012,5,30,1,-20.51935744094991,20,vertical
overripen,012,6,12,0,2.5042699175954226,11,vertical
overripen,012,7,8,0,-19.0000188967732,0,vertical
overripen,012,8,0,0,28.682970686574137,18,vertical
overripen,012,9,23,1,-7.729901235311885,11,vertical
overripen,012,10,42,1,13.831214232175824,8,horizontal
overripen,012,11,1,0,22.40440134293818,8,both
overripen,012,12,23,0,23.984414555652535,11,horizontal
overripen,012,13,14,1,-7.88489952781719,10,vertical
overripen,012,14,8,0,25.166773065999678,20,both
overripen,012,15,16,0,-27.686005099265024,12,both
overripen,012,16,32,0,24.498613832227157,8,both
overripen,012,17,6,0,-6.414895663668165,1,vertical
overripen,012,18,9,0,24.802955296977238,10,horizontal
overripen,012,19,12,1,-5.834720910441273,17,horizontal
overripen,012,20,34,1,16.653947393614345,15,both
overripen,012,21,0,0,-27.997218815519744,14,vertical
overripen,012,22,14,1,0.2616203662308969,1,both
overripen,012,23,48,1,-12.711395318543005,5,horizontal
overripen,012,24,41,0,23.512000714832546,3,vertical
overripen,012,25,24,0,12.749497888969294,15,both
overripen,012,26,16,1,20.671200774863273,0,horizontal
overripen,012,27,11,0,-21.70162734402064,11,horizontal
overripen,012,28,2,1,8.187081913516685,4,horizontal
overripen,012,29,22,1,-22.094343076889263,4,both
overripen,012,30,37,1,21.931012306395743,13,horizontal
overripen,012,31,24,0,-21.192030976016767,16,vertical
overripen,013,0,40,1,6.858940755386051,14,horizontal
overripen,013,1,28,0,23.733411850782076,9,both
overripen,013,2,10,0,-19.063436992455465,1,both
overripen,013,3,43,0,8.037337453923307,14,horizontal
overripen,013,4,1,0,-25.76768743633918,10,vertical
overripen,013,5,47,1,5.3013077764422505,16,vertical
overripen,013,6,43,0,22.32200247848158,2,vertical
overripen,013,7,32,1,19.575733274876143,7,vertical
overripen,013,8,5,1,-10.444958084669121,1,horizontal
overripen,013,9,35,0,21.081728624829438,5,both
overripen,013,10,50,0,17.118460652895088,6,horizontal
overripen,013,11,29,1,-18.441069284073727,11,both
overripen,013,12,50,0,6.827948414072424,0,both
overripen,013,13,9,1,6.254726380518406,8,both
overripen,013,14,11,0,-24.81423454773362,0,vertical
overripen,013,15,3,1,-22.446296021807967,16,horizontal
overripen,013,16,47,1,7.027922468184286,5,horizontal
overripen,013,17,34,1,-28.40355708319301,9,both
overripen,013,18,26,0,24.839639302666626,9,vertical
overripen,013,19,45,0,15.037654773253081,12,both
overripen,013,20,27,1,-22.047112309194816,10,both
overripen,013,21,4,0,24.76094289592291,11,vertical
overripen,013,22,18,0,10.670384989627863,5,both
overripen,013,23,14,1,-28.452784288502333,18,horizontal
overripen,013,24,20,1,20.196544900748925,2,both
overripen,013,25,33,0,2.614430672209437,5,vertical
overripen,013,26,38,1,-21.51653737256458,6,both
overripen,013,27,42,0,-11.438824679270287,8,vertical
overripen,013,28,17,0,24.270744307196644,13,horizontal
overripen,013,29,19,1,-9.065834302295059,0,horizontal
overripen,013,30,25,1,-6.443992581959822,18,both
overripen,013,31,0,1,-8.93502075034996,15,vertical
overripen,014,0,1,1,14.270325026507003,14,vertical
overripen,014,1,16,0,-21.365678613927884,6,horizontal
overripen,014,2,20,0,9.00627309001019,16,both
overripen,014,3,42,0,27.238219530747962,20,vertical
overripen,014,4,19,1,-28.838513045335063,18,both
overripen,014,5,12,0,-7.49361666819814,6,horizontal
overripen,014,6,33,1,-6.436862414701064,4,both
overripen,014,7,20,1,-15.617500359785556,18,both
overripen,014,8,10,1,-6.709736074366933,16,both
overripen,014,9,34,0,3.9472571912333123,15,both
overripen,014,10,15,1,-6.821937073102543,14,vertical
overripen,014,11,30,1,-5.822372901015566,12,horizontal
overripen,014,12,47,1,25.340051083253265,1,vertical
overripen,014,13,3,0,-22.434583358780483,20,both
overripen,014,14,40,1,-26.234119543107322,0,both
overripen,014,15,1,0,19.22820900769011,20,both
overripen,014,16,36,0,29.52377576856955,12,vertical
overripen,014,17,20,1,14.8228254355639,9,vertical
overripen,014,18,7,1,-5.540833818569041,16,vertical
overripen,014,19,41,0,-18.270105110216537,10,both
overripen,014,20,45,1,7.082848467753891,8,horizontal
overripen,014,21,7,0,25.526006184554006,18,vertical
overripen,014,22,39,1,-5.78728878178736,6,both
overripen,014,23,23,0,8.910436785770493,2,horizontal
overripen,014,24,28,0,-26.3099655161971,18,vertical
overripen,014,25,20,0,-22.786225984186572,14,both
overripen,014,26,8,1,-9.923250750173079,4,horizontal
overripen,014,27,49,1,10.39955258383737,5,both
overripen,014,28,37,1,-24.964610937993218,18,vertical
overripen,014,29,33,0,-23.220096755757773,9,both
overripen,014,30,16,0,23.9446777608432,7,both
overripen,014,31,21,1,-20.279454037189698,8,vertical
overripen,015,0,18,1,3.9317319147770178,3,both
overripen,015,1,13,1,-15.793286021895474,15,vertical
overripen,015,2,28,1,-10.570707740829825,9,horizontal
overripen,015,3,32,0,27.63980535349409,6,vertical
overripen,015,4,37,0,-14.437103985669644,12,both
overripen,015,5,37,0,25.15764388674527,0,horizontal
overripen,015,6,2,1,7.459023677074825,10,both
overripen,015,7,25,1,2.333427666720553,2,horizontal
overripen,015,8,37,1,24.062065974616566,19,vertical
overripen,015,9,6,0,28.719393593242316,15,horizontal
overripen,015,10,10,1,-13.442551810432267,10,vertical
overripen,015,11,17,0,11.40873422160415,5,both
overripen,015,12,4,0,-24.40344163120828,12,vertical
overripen,015,13,21,0,-15.157546323769587,10,horizontal
overripen,015,14,8,1,8.118979418496053,17,both
overripen,015,15,50,1,10.350510705014663,17,horizontal
overripen,015,16,14,1,1.6306344080976345,19,horizontal
overripen,015,17,2,0,17.746749230405925,2,horizontal
overripen,015,18,31,1,-18.962889571282005,19,horizontal
overripen,015,19,17,0,4.546303404798479,4,both
overripen,015,20,32,1,-21.137847309498948,20,horizontal
overripen,015,21,39,0,-0.9025917927786153,14,vertical
overripen,015,22,32,1,20.559232011149305,6,vertical
overripen,015,23,36,0,-20.557108042331823,11,vertical
overripen,015,24,3,1,28.278115659569792,5,both
overripen,015,25,1,1,-16.09668616989559,11,vertical
overripen,015,26,39,0,5.204183645453149,3,horizontal
overripen,015,27,22,0,10.940614740007916,9,vertical
overripen,015,28,38,1,-1.5555204892885826,0,vertical
overripen,015,29,18,0,7.920151931215585,3,vertical
overripen,015,30,6,1,19.35182079574252,6,horizontal
overripen,015,31,27,1,-24.25075578286107,5,both
overripen,016,0,49,1,-22.793143278608234,12,both
overripen,016,1,14,1,-7.615400540933809,9,horizontal
overripen,016,2,31,0,1.0003814891694915,20,vertical
overripen,016,3,5,0,-14.366373783511978,7,vertical
overripen,016,4,1,0,7.119791540605071,13,vertical
overripen,016,5,28,0,23.88627719745186,14,vertical
overripen,016,6,20,0,8.923804250601194,14,vertical
overripen,016,7,29,1,-5.209411979479043,2,horizontal
overripen,016,8,1,1,-24.95138519557915,5,horizontal
overripen,016,9,31,0,9.19727290314109,14,vertical
overripen,016,10,15,0,-25.83060287665232,19,both
overripen,016,11,35,1,-22.559834892478996,15,both
overripen,016,12,23,0,16.154496434465983,19,vertical
overripen,016,13,8,1,-19.546400441086355,0,vertical
overripen,016,14,39,1,-18.058088152695845,20,vertical
overripen,016,15,43,1,16.140588301057754,14,both
overripen,016,16,28,1,2.904028603960967,4,horizontal
overripen,016,17,4,1,27.305683337141836,9,horizontal
overripen,016,18,6,1,24.772477048201928,2,vertical
overripen,016,19,34,1,-25.47809440154093,15,both
overripen,016,20,21,0,-12.145741213642065,5,both
overripen,016,21,5,1,-16.010305157130706,0,vertical
overripen,016,22,40,0,8.885850712569763,5,vertical
overripen,016,23,2,0,-27.46599010887411,11,horizontal
overripen,016,24,36,0,22.45748123559096,19,vertical
overripen,016,25,9,1,-1.2435625004312172,14,vertical
overripen,016,26,29,1,-11.849419148174928,16,horizontal
overripen,016,27,47,0,9.491033697041011,0,vertical
overripen,016,28,7,1,-5.235663546387066,13,both
overripen,016,29,17,0,7.227385538549733,10,both
overripen,016,30,14,0,14.363401273244186,6,horizontal
overripen,016,31,19,0,16.553032481369122,9,both
overripen,017,0,14,1,29.204011281464823,10,horizontal
overripen,017,1,21,1,-3.1761182078285373,14,vertical
overripen,017,2,37,0,14.0259784078671,4,both
overripen,017,3,14,1,17.457018424481355,11,horizontal
overripen,017,4,48,1,-23.633998155718746,8,vertical
overripen,017,5,26,1,-20.224255104119102,20,horizontal
overripen,017,6,17,1,-18.347091540256965,12,vertical
overripen,017,7,16,1,-21.840859863023756,7,horizontal
overripen,017,8,15,1,19.427167206062656,15,vertical
overripen,017,9,20,0,3.852670228792391,6,vertical
overripen,017,10,13,1,29.18956706980301,0,horizontal
overripen,017,11,4,0,20.086631910382806,5,both
overripen,017,12,12,1,2.1288160552864994,7,both
overripen,017,13,10,0,2.2229551388229964,6,both
overripen,017,14,7,1,-6.091226463748221,4,both
overripen,017,15,38,1,-15.131279253164319,3,vertical
overripen,017,16,0,1,21.398930642137273,7,horizontal
overripen,017,17,2,1,6.426012229263463,8,both
overripen,017,18,20,0,6.5273334139726416,2,vertical
overripen,017,19,47,0,-19.14246877821912,14,vertical
overripen,017,20,40,1,-22.07649781185679,16,both
overripen,017,21,46,1,-0.9123552943019924,19,horizontal
overripen,017,22,2,0,23.34090246753776,17,vertical
overripen,017,23,36,0,29.23337678183686,18,vertical
overripen,017,24,8,0,-5.977775708841897,3,both
overripen,017,25,17,0,5.581249402725732,1,horizontal
overripen,017,26,27,1,-6.16549900837121,17,vertical
overripen,017,27,13,1,24.667922840902804,3,both
overripen,017,28,23,1,15.42968601095204,17,vertical
overripen,017,29,19,1,-28.854875566642587,13,vertical
overripen,017,30,25,1,-22.81746887017681,9,both
overripen,017,31,2,0,-8.095540771708588,9,both
overripen,018,0,48,0,-12.554408595937034,5,horizontal
overripen,018,1,9,0,-11.33542966007818,3,vertical
overripen,018,2,34,0,-12.290478108299283,15,vertical
overripen,018,3,12,0,-0.30693472681387846,19,horizontal
overripen,018,4,42,1,-19.81784227448709,15,horizontal
overripen,018,5,45,1,-20.69024327317098,17,horizontal
overripen,018,6,19,1,-3.579926119284547,4,vertical
overripen,018,7,27,1,-4.588451655364949,4,both
overripen,018,8,33,0,-25.25679377365714,2,horizontal
